id	key	name	POIconv	mass	Cx	Cy	Cz	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Ipoint	sigma_mass	sigma_Cx	sigma_Cy	sigma_Cz	sigma_Ixx	sigma_Iyy	sigma_Izz	sigma_Ixy	sigma_Ixz	sigma_Iyz
C.1.1.2.1.5.5.1	C.00001.00001.00002.00001.00005.00005.00001	Part 148	+	0.5692882913739886	-20.47927901148796	-33.217661594972014	8.835651725530624	0.8289207536336094	0.7676713468109841	0.8125309094102543	5.303710081927901e-4	0.009410466876182872	0.03702571528161821	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.1.5.5.2	C.00001.00001.00002.00001.00005.00005.00002	Part 149	-	0.15183776629413478	59.654495073482394	49.16452025063336	-8.414956089109182	0.165857578928367	0.17216267449049777	0.16724703343679237	-0.00197736672212002	0.0058231361076871374	0.0018797894763217964	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.1.5.5.3	C.00001.00001.00002.00001.00005.00005.00003	Part 150	-	0.10770200214954093	74.13820647634566	-30.705874180421233	4.817138891667128	0.1257832376891619	0.10392978416812212	0.13898286923139067	-0.003402490667846773	0.0012548029673312864	-7.626846859778377e-6	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.1.5.5.4	C.00001.00001.00002.00001.00005.00005.00004	Part 151	-	0.9767942562880926	-53.13462843187153	18.97773602977395	98.64025609567761	1.4181757016777667	1.304351102648269	1.3441982823391134	0.027490749776944545	-0.07202193601768515	-0.03568700747841831	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.1.5.5.5	C.00001.00001.00002.00001.00005.00005.00005	Part 152	-	0.6024173960543703	-56.167668756097555	-81.73653865233064	65.05627376027405	0.7724924516764912	0.8379278897473506	0.7378951037295188	0.032745472532650435	-0.021583451067481694	-0.01001994014271302	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.1.1	C.00001.00001.00002.00002.00001.00001.00001	Part 153	-	0.855321117463056	4.351499816402793	-21.02312254719436	6.591932894662023	1.011890819436567	1.1037062744217299	1.0899136050558529	0.03067171311202662	0.02717709442391499	0.01112129199620427	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.1.2	C.00001.00001.00002.00002.00001.00001.00002	Part 154	+	0.08018356888229028	55.72422328405082	-63.476700987666845	21.198144974187016	0.09829198843261945	0.09654515079313099	0.0966067730546954	9.798259919753046e-4	2.4115810899414248e-4	7.37659657377281e-5	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.1.3	C.00001.00001.00002.00002.00001.00001.00003	Part 155	+	0.3022511094980873	75.32320339232683	81.75194882787764	27.09015137515962	0.33478560117777884	0.3329397819957529	0.3270648789313383	0.01622390100726502	-0.015992914831490568	-0.01936987097497332	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.1.4	C.00001.00001.00002.00002.00001.00001.00004	Part 156	+	0.6322654617959633	7.3610767256468534	41.338973538950086	63.55626191943884	0.9551482203657099	0.9194819283207218	0.8733881917209926	0.04531404116053733	0.004886040855269214	-0.029527678514451056	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.2.1	C.00001.00001.00002.00002.00001.00002.00001	Part 157	+	0.6295002899167593	-25.61848503537476	-57.095806021243334	-84.21276365406811	0.6434653361214111	0.6757857073193699	0.7229691868410921	0.006136141931393743	-0.0016994229790750132	-0.0033163206767449814	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.2.2	C.00001.00001.00002.00002.00001.00002.00002	Part 158	-	0.7332497966079973	77.08858493715525	-36.88400159589946	91.61950079724193	0.9606364971161523	0.9855901543380022	0.9440147050071717	-0.028827491222627472	0.03276269160907726	0.03920061223880837	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.2.3	C.00001.00001.00002.00002.00001.00002.00003	Part 159	+	0.3508497709115036	-91.8515557423234	45.420784410089254	94.70796925015748	0.4205162186672067	0.5004571198168236	0.43971269939499696	-0.007283636028104069	-0.018455258131757347	-0.03375045589190957	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.2.4	C.00001.00001.00002.00002.00001.00002.00004	Part 160	+	0.1311549131362699	-99.81856071390212	36.38377725146711	23.7374025862664	0.14938146417337916	0.15153397534380042	0.154632344761327	-0.0027815909208092644	-0.002273090261887583	6.452655050746567e-4	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.2.5	C.00001.00001.00002.00002.00001.00002.00005	Part 161	-	0.24676580228842795	64.69208640046418	-85.01289207488298	31.298457086086273	0.31763448575623865	0.26658696509313023	0.28184354054357186	-0.025203932874431536	-6.307231815927926e-4	-7.151757905495217e-5	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.3.1	C.00001.00001.00002.00002.00001.00003.00001	Part 162	+	0.7893546829856932	-67.3292264342308	-73.68204486556351	-38.91388191841543	1.1290150077386103	1.1553110575148235	1.1540887704207425	0.03496088578509725	-0.06512104541504529	0.0332753571194644	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.3.2	C.00001.00001.00002.00002.00001.00003.00002	Part 163	+	0.34623989950399847	-43.06602762080729	1.5229502692818642	96.34249876253307	0.44940755420150236	0.4369300211826027	0.46562037221866565	-0.00170280583917383	0.02977670813782962	0.044653474482573605	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.3.3	C.00001.00001.00002.00002.00001.00003.00003	Part 164	+	0.6073562870700844	-12.623134488239884	89.40444383770227	-6.745311804115772	0.7477489793465344	0.7959935845449397	0.78254186501959	-0.03885328169766915	-0.0012848464781238028	-0.041375048005681744	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.4.1	C.00001.00001.00002.00002.00001.00004.00001	Part 165	+	0.3922002762623597	41.76503103226423	16.801129328086972	-31.626209104433656	0.48126984569039655	0.5040004115610209	0.49089795328071667	-0.048019304466833994	-0.003057873010357374	0.03230530719502631	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.4.2	C.00001.00001.00002.00002.00001.00004.00002	Part 166	+	0.36562424327223564	5.3220359608531	-41.46459153853357	65.6319173052907	0.5162617026691243	0.4954593465074545	0.5326384598125916	0.030207636725343538	0.02205165776763099	-0.03535328358763729	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.4.3	C.00001.00001.00002.00002.00001.00004.00003	Part 167	-	0.19489581103413367	-73.25983932241797	-26.92969162017107	-48.997609969228506	0.2217614715819434	0.24654102146115023	0.23082892828115417	-0.02575661379570556	-7.370291618240341e-4	-0.003283593917601211	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.4.4	C.00001.00001.00002.00002.00001.00004.00004	Part 168	+	0.28059754030313344	-43.049339298158884	26.16354515776038	93.12769616954029	0.308688770596357	0.30325470210694705	0.3512915592998523	1.2055425453756205e-4	0.018464009269710403	0.01283015502173616	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.1.4.5	C.00001.00001.00002.00002.00001.00004.00005	Part 169	+	0.510693000448402	81.95249321870506	68.96228790283203	-14.606244023889303	0.5349014972267188	0.524934917587324	0.5736673343665503	-0.04917564918169298	-0.024640099051106902	0.011977660643177224	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.2.1.1	C.00001.00001.00002.00002.00002.00001.00001	Part 170	+	0.6996860573282465	-1.7720005940645933	-67.52090468071401	16.659361915662885	0.7565597034536904	0.7140389968962108	0.7799959383165427	-0.041547433095870986	-0.01745733488467227	-0.04193598402791303	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.2.1.2	C.00001.00001.00002.00002.00002.00001.00002	Part 171	-	0.6787785719020758	-65.46351229771972	62.76944437995553	-18.304060399532318	0.7822071559843139	0.7778822248011155	0.978182922344661	0.014097647102195519	-0.01694636423436308	0.01500608161680842	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.2.2.1	C.00001.00001.00002.00002.00002.00002.00001	Part 172	+	0.4198192962212488	-37.14067074470222	14.053925639018416	-85.41102516464889	0.4565478244430911	0.43155697305090707	0.44063510654598226	-0.01574009883870208	-0.02596286629234972	-0.005362394374839528	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.2.2.2	C.00001.00001.00002.00002.00002.00002.00002	Part 173	+	0.7348289012997411	-10.253697354346514	62.32720548287034	63.26927565969527	0.9086654377186083	0.817470985763932	0.9042395640767662	0.04881666259776883	-0.00671583145843677	-0.0737893775556489	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.2.2.3	C.00001.00001.00002.00002.00002.00002.00003	Part 174	-	0.26073586418759076	34.56955854780972	72.76789420284331	-52.1450235042721	0.3281893917850688	0.31658153701329195	0.35617066525768576	0.023748535612479228	0.008651694245284846	-0.0021481332233297193	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.1.1	C.00001.00001.00002.00002.00003.00001.00001	Part 175	+	0.3818557383387815	78.52229713462293	21.36943400837481	-9.543733717873693	0.5319513754691908	0.5483133823325838	0.4872504616722236	-0.008903521278638978	0.018111536032810044	-0.008122788963804048	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.1.2	C.00001.00001.00002.00002.00003.00001.00002	Part 176	-	0.34342165624699555	41.91951500251889	2.2042570635676384	22.982495417818427	0.40729414914632167	0.47263102522078565	0.47056312665341976	-0.006881955584817899	-0.006839163063818052	-0.009270036525564025	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.1.3	C.00001.00001.00002.00002.00003.00001.00003	Part 177	+	0.6777255211237352	83.33116816356778	-21.35280929505825	15.441287821158767	0.9386723776818713	0.7963311692494339	0.7530448965205254	-0.052695440524780354	0.0012846230703561275	0.05640080099556968	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.1.4	C.00001.00001.00002.00002.00003.00001.00004	Part 178	-	0.38699206047155893	-26.587445428594947	-33.18620836362243	-60.725729214027524	0.4727235236998924	0.5222823067161467	0.48139932215659925	0.025724385298106316	-0.011550567601656537	-0.0023495446656244673	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.2.1	C.00001.00001.00002.00002.00003.00002.00001	Part 179	-	0.921826909518335	-51.94877693429589	-91.24262607656419	46.45874951966107	1.1651781250013817	1.26555224577138	1.0835543969554178	-0.015265954075495313	0.09962482356939162	-0.07392358763382721	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.2.2	C.00001.00001.00002.00002.00003.00002.00002	Part 180	+	0.8862786426742095	54.19662734493613	-68.70926516130567	-41.655086586251855	1.0921190348871317	1.1557262504995385	1.131124092215032	0.1221352198976941	-0.05467236166137991	-0.05448487207736866	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.2.3	C.00001.00001.00002.00002.00003.00002.00003	Part 181	+	0.3094832809737418	65.61011811718345	-31.50172927416861	38.402926130220294	0.4233542535556114	0.43254369374762774	0.3669955389625493	0.008415277523069996	0.014774548870305677	-0.010480292298601068	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.2.4	C.00001.00001.00002.00002.00003.00002.00004	Part 182	+	0.22355187601805665	-42.93162287212908	-96.18664039298892	-82.45789795182645	0.3079912211934493	0.35107218112298116	0.3078917453193108	-0.02019461563142872	0.005513813084381957	0.006168232857509408	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.2.5	C.00001.00001.00002.00002.00003.00002.00005	Part 183	+	0.9242441020437981	-5.231239879503846	-64.01164601556957	3.6815470084547997	1.0950805614993238	1.1707770162630593	1.0120576525062939	-0.010934337522805072	-0.08165481635000502	0.0296555379743003	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.3.1	C.00001.00001.00002.00002.00003.00003.00001	Part 184	-	0.04803869580011815	66.72488856129348	-10.92528160661459	-51.6026321798563	0.06142990296864371	0.06211455597531635	0.066987543236277175	-0.0033889768570873873	1.2456251773068552e-4	0.002252160035002961	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.3.2	C.00001.00001.00002.00002.00003.00003.00002	Part 185	-	0.8562299040998332	-50.343500170856714	-33.38116309605539	80.38007272407413	1.0210523919141257	1.0426604759076454	0.825067983737281	0.002357001642284754	-0.0052327181802938934	-0.0066476320400703625	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.4.1	C.00001.00001.00002.00002.00003.00004.00001	Part 186	-	0.3002359834588133	25.597803201526403	30.103622004389763	-57.109012082219124	0.36829728687696506	0.42310058052205446	0.35415201145191993	0.03080669356825065	-0.011446127957038359	-0.009596556081073104	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.4.2	C.00001.00001.00002.00002.00003.00004.00002	Part 187	+	0.3281037449145224	-14.040295174345374	14.488649740815163	-18.506762851029634	0.4284691494171979	0.41935830629330473	0.392214819135819	0.006701085850058464	0.016201924786676227	0.023212845009562173	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.4.3	C.00001.00001.00002.00002.00003.00004.00003	Part 188	+	0.8658656481034123	-64.91963169537485	-43.292079120874405	-27.12198505178094	1.077036074914798	1.1624130034062254	1.0652868370570392	-0.13159559804711357	-0.047983866772825394	-0.041762921962672866	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.5.1	C.00001.00001.00002.00002.00003.00005.00001	Part 189	-	0.47780262160301207	-73.00108168274164	-31.360478466376662	95.72706767357886	0.5265216427943255	0.5261432335377831	0.5543274632164974	0.02960063515569681	-1.2168005271508214e-4	1.6350315055952514e-4	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.2.3.5.2	C.00001.00001.00002.00002.00003.00005.00002	Part 190	+	0.05314318692218512	-44.827170949429274	-76.82795417495072	99.72366993315518	0.06773992825147897	0.07836658136671154	0.06488608151294459	0.005263767600881721	0.004183776910756587	-0.00301476035404252	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.1.1	C.00001.00001.00002.00003.00001.00001.00001	Part 191	-	0.2017568920047488	68.65355842746794	0.6748892366886139	67.41321492008865	0.24496460754134886	0.25679066894576086	0.19759319167786243	-0.006378790443042046	-0.011015689262780133	0.014957847660477037	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.1.2	C.00001.00001.00002.00003.00001.00001.00002	Part 192	+	0.19057214169902728	62.64283275231719	-57.9179001506418	96.48704556748271	0.21287893065200106	0.20975969055237606	0.2293773328263036	-0.015535023367661199	-0.0036337337007628936	-0.0188370907797132	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.1.3	C.00001.00001.00002.00003.00001.00001.00003	Part 193	-	0.5426606895879377	80.8619745541364	8.39486550539732	6.17535631172359	0.8269090735238956	0.7506516924279656	0.7343245518450107	0.07182772582190096	-0.05154987776560595	-0.024594550556900477	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.1.4	C.00001.00001.00002.00003.00001.00001.00004	Part 194	-	0.2217793539171107	17.347895121201873	-26.311938371509314	-75.32026804983616	0.2942299446199009	0.31046253632181203	0.2813837037222907	0.006218850816250379	-0.02413819180300856	0.012351308300200899	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.1.5	C.00001.00001.00002.00003.00001.00001.00005	Part 195	+	0.6768042528231163	29.585199523717165	-34.10200816579163	44.80167152360082	0.7392883402225693	0.8312327009620615	0.8362273992383054	0.02514644397238257	0.01741511537849129	0.020945190167058127	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.2.1	C.00001.00001.00002.00003.00001.00002.00001	Part 196	+	0.03308807502221316	28.40084624476731	-24.667787086218596	28.634455800056458	0.03507778863209477	0.039794912554532526	0.041501837097676686	5.716764811712153e-4	1.0225247334140415e-4	-7.3559638454395216e-06	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.2.2	C.00001.00001.00002.00003.00001.00002.00002	Part 197	+	0.44275650366465563	-14.455753704532981	-11.410603346303105	-10.451269242912531	0.47554547574018785	0.4739426683714093	0.4059268710803595	0.0028811845819153334	-0.010076932861846102	-0.019369151282463012	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.3.1	C.00001.00001.00002.00003.00001.00003.00001	Part 198	+	0.5433124298229813	91.01874330081046	-27.00051823630929	34.61931757628918	0.7382956422295451	0.7107770884193192	0.8113776701219594	0.01318499833317646	-0.02182231900762043	-0.006105077178933551	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.3.2	C.00001.00001.00002.00003.00001.00003.00002	Part 199	+	0.34429813690832817	86.92097919993103	-4.746119165793061	56.174975261092186	0.41979101797520396	0.3710750195989728	0.41846541440958507	-0.036823989763189055	-0.007268370627463555	0.015092720033780762	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.3.3	C.00001.00001.00002.00003.00001.00003.00003	Part 200	-	0.7634404668330681	-62.20163619145751	31.335248751565814	45.288399839773774	0.7506995817795064	0.7634941794798735	0.7933615100188953	-0.022147348672817348	-0.002487193942590132	-0.005297538129773369	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.3.4	C.00001.00001.00002.00003.00001.00003.00004	Part 201	-	0.13778229261725208	-63.09048677794635	-85.07544659078121	99.00784189812839	0.17923436663313697	0.18238904714735232	0.16877397682766557	-0.005829413648427368	8.768979596522473e-5	0.013625494200226625	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.4.1	C.00001.00001.00002.00003.00001.00004.00001	Part 202	+	0.07755370915262029	-5.862633092328906	72.41359152831137	-66.02655639871955	0.10696283434151345	0.11241554872105647	0.10620296057443154	-0.007846729545288353	-0.005205180699407828	-0.007361154328928053	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.4.2	C.00001.00001.00002.00003.00001.00004.00002	Part 203	-	0.10513522690092214	57.00324783101678	47.535066306591034	-16.182217560708523	0.13551568426536068	0.13368519737671267	0.11999905947091685	-0.004373116928128338	-0.008104542666268142	-0.004497123293024494	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.4.3	C.00001.00001.00002.00003.00001.00004.00003	Part 204	+	0.25733619152544995	7.374726561829448	80.04060229286551	92.05705286003649	0.2771713747403308	0.33526471192253005	0.34104150255091464	-0.025175789319774364	-0.015170073867423271	0.005649570345318704	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.4.4	C.00001.00001.00002.00003.00001.00004.00004	Part 205	-	0.6430239959149622	-40.56690093129873	69.87919686362147	-7.449634652584791	0.7825312164095768	0.7553746232066285	0.8028865719582547	-0.011248901337559134	0.009332727233953871	-0.020336001319640418	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.4.5	C.00001.00001.00002.00003.00001.00004.00005	Part 206	-	0.5342970893140883	2.947690337896347	74.7065988369286	79.68378127552569	0.6129229295080617	0.6611321472380082	0.6752065583022	0.02353989303576627	0.008023090549977647	0.013821623675489572	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
C.1.1.2.3.1.5.1	C.00001.00001.00002.00003.00001.00005.00001	Part 207	+	0.9916431890237145	-55.29658221639693	-62.59580650366843	-10.22542673163116	1.3052119954712176	1.298355961276188	1.1960568089899328	-0.0026266695130579085	0.010798719757647375	-0.02861200530929836	FALSE	0.28909372274994966	28.721044428837228	28.23690002309109	29.057750463592832	0.37074144170588635	0.3723953238821935	0.37017423652493897	0.02351283871158888	0.022566176940390956	0.02209918015384651
